2026-08-31T23:07:57Z	doh-vpn-proxy-bypass	200	348707	"6d10c10170a5a207e8801f9e60e0098a"	-
2026-08-31T23:07:57Z	tif-mini	200	3766080	"7027cabb4b11643269301aeee42733cb"	-
2026-08-31T23:07:57Z	phishdestroy	304	0	W/"3890ad-gVy+602gNy+zA4LnF08uu5I1j0g"	-
2026-09-01T07:33:18Z	big.oisd.nl	200	6321318	"6a966f93-2079b4"	Tue, 01 Sep 2026 06:24:19 GMT
2026-09-01T07:33:18Z	filter_1	200	4278422	W/"6a9671d7-414896"	Tue, 01 Sep 2026 06:33:59 GMT
2026-09-01T07:33:18Z	filter_2	200	243130	W/"6a9671d7-3b5ba"	Tue, 01 Sep 2026 06:33:59 GMT
2026-09-01T07:33:18Z	filter_3	200	69359	W/"6a9671d7-10eef"	Tue, 01 Sep 2026 06:33:59 GMT
2026-09-01T07:33:18Z	filter_11	200	133923	W/"6a9671d7-20b23"	Tue, 01 Sep 2026 06:33:59 GMT
2026-09-01T07:33:18Z	filter_18	200	3294355	W/"6a9671d7-324493"	Tue, 01 Sep 2026 06:33:59 GMT
2026-09-01T07:33:18Z	filter_30	200	1192406	W/"6a9671d7-1231d6"	Tue, 01 Sep 2026 06:33:59 GMT
2026-09-01T07:33:18Z	filter_43	200	3436	W/"6a9671d7-d6c"	Tue, 01 Sep 2026 06:33:59 GMT
2026-09-01T07:33:18Z	filter_48	200	5007761	W/"6a9671d7-4c6991"	Tue, 01 Sep 2026 06:33:59 GMT
2026-09-01T07:33:18Z	filter_50	200	62952	W/"6a9671d7-f5e8"	Tue, 01 Sep 2026 06:33:59 GMT
2026-09-01T07:33:18Z	filter_59	200	58301	W/"6a9671d7-e3bd"	Tue, 01 Sep 2026 06:33:59 GMT
2026-09-01T07:33:18Z	filter_63	200	13650	W/"6a9671d7-3552"	Tue, 01 Sep 2026 06:33:59 GMT
2026-09-01T07:33:18Z	dyndns	304	0	"382fff54bbddac969ec90b95175bcd23"	-
2026-09-01T07:33:18Z	doh-vpn-proxy-bypass	304	0	"6d10c10170a5a207e8801f9e60e0098a"	-
2026-09-01T07:33:18Z	tif-mini	304	0	"7027cabb4b11643269301aeee42733cb"	-
2026-09-01T07:33:18Z	phishdestroy	200	3720942	W/"38c6ee-SEmenvcRqyULL9KzdrHkYSE3Ftg"	-
2026-09-01T11:15:29Z	big.oisd.nl	200	6190496	"6a96b23f-1fd1ab"	Tue, 01 Sep 2026 11:08:47 GMT
2026-09-01T11:15:29Z	filter_1	200	4279753	W/"6a96a710-414dc9"	Tue, 01 Sep 2026 10:21:04 GMT
2026-09-01T11:15:29Z	filter_2	200	243130	W/"6a96a70f-3b5ba"	Tue, 01 Sep 2026 10:21:03 GMT
2026-09-01T11:15:29Z	filter_3	200	69359	W/"6a96a70f-10eef"	Tue, 01 Sep 2026 10:21:03 GMT
2026-09-01T11:15:29Z	filter_11	200	133923	W/"6a96a710-20b23"	Tue, 01 Sep 2026 10:21:04 GMT
2026-09-01T11:15:29Z	filter_18	200	3294355	W/"6a96a710-324493"	Tue, 01 Sep 2026 10:21:04 GMT
2026-09-01T11:15:29Z	filter_30	200	1192406	W/"6a96a70f-1231d6"	Tue, 01 Sep 2026 10:21:03 GMT
2026-09-01T11:15:29Z	filter_43	200	3436	W/"6a96a710-d6c"	Tue, 01 Sep 2026 10:21:04 GMT
2026-09-01T11:15:29Z	filter_48	200	4968036	W/"6a96a70f-4bce64"	Tue, 01 Sep 2026 10:21:03 GMT
2026-09-01T11:15:29Z	filter_50	200	62952	W/"6a96a70f-f5e8"	Tue, 01 Sep 2026 10:21:03 GMT
2026-09-01T11:15:29Z	filter_59	200	58301	W/"6a96a710-e3bd"	Tue, 01 Sep 2026 10:21:04 GMT
2026-09-01T11:15:29Z	filter_63	200	13650	W/"6a96a710-3552"	Tue, 01 Sep 2026 10:21:04 GMT
2026-09-01T11:15:29Z	dyndns	200	24880	"467f39568165dd409b53f89dcec263ab"	-
2026-09-01T11:15:29Z	doh-vpn-proxy-bypass	200	355505	"51ece19da7d6acfc9cb15cdda444b026"	-
2026-09-01T11:15:29Z	tif-mini	200	3745277	"07154e89acd65c047a9817d9cec16924"	-
2026-09-01T11:15:29Z	phishdestroy	304	0	W/"38c6ee-SEmenvcRqyULL9KzdrHkYSE3Ftg"	-
