ts,rss_bytes,qps,queries_delta,blocked_delta,cache_entries,cache_bytes,cache_hits,cache_misses,cache_evictions,cache_expired,block_p99,cache_hit_p99,forward_p99
2026-08-01T07:44:52Z,55046144,0.3667,22,20,901,951552,8509,1172,0,1,0.0001,0.0001,0.0001
2026-08-01T07:45:52Z,55099392,0.25,15,12,900,951120,8512,1172,0,0,0.00025,0.0001,0.0001
2026-08-01T07:46:52Z,55074816,0.2,12,10,900,951120,8514,1172,0,0,0.0001,0.0001,0.0
2026-08-01T07:47:52Z,55070720,0.2667,16,14,900,951120,8516,1172,0,0,0.0001,0.0001,0.0
2026-08-01T07:48:52Z,55050240,0.1667,10,8,900,951120,8518,1172,0,0,0.0001,0.0001,0.0
2026-08-01T07:49:52Z,55009280,0.4,24,20,900,951120,8522,1172,0,0,0.0001,0.0001,0.0001
2026-08-01T07:50:52Z,55050240,0.3833,23,20,900,951120,8525,1172,0,0,0.0001,0.0001,0.0001
2026-08-01T07:51:52Z,54935552,0.2333,14,12,900,951120,8527,1172,0,0,0.0001,0.0001,0.0001
2026-08-01T07:52:52Z,55021568,0.2,12,10,900,951120,8529,1172,0,1,0.0001,0.0001,0.0
2026-08-01T07:53:52Z,54956032,0.2,12,10,900,951120,8531,1172,0,1,0.0001,0.0001,0.0001
2026-08-01T07:54:52Z,54960128,0.2167,13,10,900,951120,8534,1172,0,1,0.0001,0.0001,0.0001
2026-08-01T07:55:52Z,54960128,0.3167,19,16,900,951120,8537,1172,0,1,0.0001,0.0001,0.0
2026-08-01T07:56:52Z,54988800,0.2667,16,14,900,951120,8539,1172,0,1,0.0001,0.0001,0.0001
2026-08-01T07:57:52Z,54968320,0.2,12,10,899,950336,8541,1172,0,0,0.0001,0.0001,0.0001
2026-08-01T07:58:52Z,54972416,0.2667,16,10,899,950336,8547,1172,0,0,0.0001,0.0001,0.0001
2026-08-01T07:59:52Z,55005184,0.2,12,10,899,950336,8549,1172,0,0,0.0001,0.0001,0.0
2026-08-01T08:00:52Z,55001088,0.45,27,14,899,950336,8562,1172,0,0,0.0001,0.0001,0.0001
2026-08-01T08:01:52Z,55062528,0.3,18,16,899,950336,8564,1172,0,0,0.0001,0.0001,0.0001
2026-08-01T08:02:52Z,55062528,0.2667,16,14,899,950336,8566,1172,0,0,0.0001,0.0001,0.0
2026-08-01T08:03:52Z,55103488,0.2,12,10,899,950336,8568,1172,0,0,0.0001,0.0001,0.0001
2026-08-01T08:04:52Z,52551680,0.4,24,20,899,950336,8572,1172,0,0,0.0001,0.0001,0.0001
2026-08-01T08:05:52Z,52473856,0.25,15,10,899,950336,8577,1172,0,0,0.0001,0.0001,0.0001
2026-08-01T08:06:52Z,52273152,0.3833,23,20,899,950336,8580,1172,0,0,0.0001,0.0001,0.0
2026-08-01T08:07:52Z,52281344,0.2667,16,12,899,950336,8584,1172,0,0,0.0001,0.0001,0.0001
2026-08-01T08:08:52Z,52301824,0.2333,14,10,899,950336,8588,1172,0,0,0.0001,0.0001,0.0001
2026-08-01T08:09:52Z,52297728,0.2,12,10,899,950336,8590,1172,0,0,0.0001,0.0001,0.0
2026-08-01T08:10:52Z,52248576,0.2167,13,10,899,950336,8593,1172,0,0,0.0001,0.0001,0.0001
2026-08-01T08:11:52Z,52260864,0.4333,26,12,901,954720,8605,1174,0,0,0.0001,0.0,0.025
2026-08-01T08:12:52Z,52260864,0.3667,22,20,901,954720,8607,1174,0,0,0.0001,0.0001,0.0
2026-08-01T08:13:52Z,52252672,0.2,12,10,901,954720,8609,1174,0,0,0.0001,0.0001,0.0
2026-08-01T08:14:52Z,52244480,0.2667,16,12,901,955680,8613,1174,0,0,0.0001,0.0001,0.0001
2026-08-01T08:15:52Z,52281344,0.25,15,10,901,955680,8618,1174,0,0,0.0001,0.0001,0.0001
2026-08-01T08:16:52Z,52187136,0.1667,10,8,901,955680,8620,1174,0,0,0.0001,0.0001,0.0
2026-08-01T08:17:52Z,52236288,0.3667,22,20,901,955680,8622,1174,0,0,0.0001,0.0001,0.0
2026-08-01T08:18:52Z,52187136,0.7333,44,30,903,956544,8634,1176,0,0,0.0001,0.0001,0.005
2026-08-01T08:19:52Z,52187136,2.8667,172,68,928,994352,8713,1201,0,0,0.0001,0.0001,0.1
2026-08-01T08:20:52Z,52236288,0.4833,29,24,928,994352,8718,1201,0,0,0.00025,0.0001,0.0001
2026-08-01T08:21:52Z,52219904,0.75,45,38,928,994352,8725,1201,0,0,0.0001,0.0001,0.0001
2026-08-01T08:22:52Z,52219904,0.5667,34,28,930,995216,8729,1203,0,0,0.0001,0.00025,0.005
2026-08-01T08:23:52Z,52219904,0.6667,40,28,930,995216,8741,1203,0,0,0.0001,0.0001,0.0001
2026-08-01T08:24:52Z,52264960,0.6333,38,27,930,995216,8752,1203,0,0,0.0001,0.0001,0.0001
2026-08-01T08:25:52Z,52252672,0.4167,25,18,930,995216,8759,1203,0,0,0.0001,0.0001,0.0001
2026-08-01T08:26:52Z,52252672,0.5667,34,28,930,995216,8765,1203,0,0,0.0001,0.0001,0.0001
2026-08-01T08:27:52Z,52252672,0.9667,58,34,939,1002592,8780,1212,0,0,0.0001,0.0001,0.01
2026-08-01T08:28:52Z,52248576,0.6,36,32,939,1002592,8784,1212,0,0,0.0001,0.0001,0.0
2026-08-01T08:29:52Z,52248576,0.5167,31,26,939,1002592,8789,1212,0,0,0.0001,0.0001,0.0001
2026-08-01T08:30:52Z,52244480,1.2167,73,40,957,1019456,8804,1230,0,0,0.0001,0.0001,0.01
2026-08-01T08:31:52Z,52236288,0.65,39,30,959,1020288,8811,1232,0,0,0.0001,0.0001,0.005
2026-08-01T08:32:52Z,52273152,0.5667,34,26,959,1020288,8819,1232,0,0,0.0001,0.0001,0.00025
2026-08-01T08:33:52Z,52322304,0.4,24,14,959,1020288,8829,1232,0,0,0.0001,0.0001,0.0005
2026-08-01T08:34:52Z,52375552,0.65,39,30,959,1020288,8838,1232,0,1,0.0001,0.0001,0.0001
2026-08-01T08:35:52Z,52318208,0.2167,13,10,959,1020288,8841,1232,0,1,0.0001,0.0001,0.0001
2026-08-01T08:36:52Z,52269056,0.2333,14,10,959,1020288,8845,1232,0,1,0.0001,0.0001,0.0001
2026-08-01T08:37:52Z,52260864,0.3333,20,18,959,1020288,8847,1232,0,1,0.0001,0.0001,0.0
2026-08-01T08:38:52Z,52297728,0.2,12,8,959,1020288,8851,1232,0,1,0.0001,0.0001,0.0
2026-08-01T08:39:52Z,52297728,1.6833,101,47,960,1020752,8903,1234,0,0,0.0001,0.0001,0.005
2026-08-01T08:40:52Z,52297728,1.2,72,44,960,1022032,8931,1234,0,0,0.00025,0.0001,0.0001
2026-08-01T08:41:52Z,52297728,0.7667,46,42,960,1022032,8935,1234,0,0,0.00025,0.0001,0.0001
2026-08-01T08:42:52Z,52301824,1.1,66,44,960,1021712,8957,1234,0,0,0.0001,0.00025,0.0001
2026-08-01T08:43:52Z,52301824,1.3833,83,40,966,1026864,8994,1240,0,0,0.0001,0.0001,0.01
2026-08-01T08:44:52Z,52301824,0.8,48,40,966,1026864,9002,1240,0,0,0.0001,0.0001,0.0001
2026-08-01T08:45:52Z,52301824,1.7,102,62,966,1026864,9042,1240,0,0,0.0001,0.0001,0.0001
2026-08-01T08:46:52Z,52838400,0.8,48,40,966,1026864,9050,1240,0,0,0.00025,0.0001,0.0
2026-08-01T08:47:52Z,52838400,0.8,48,46,966,1026864,9052,1240,0,0,0.00025,0.0001,0.0001
2026-08-01T08:48:52Z,52838400,0.7333,44,38,966,1026864,9058,1240,0,0,0.0001,0.0001,0.0001
2026-08-01T08:49:52Z,52838400,1.1333,68,48,966,1026864,9078,1240,0,0,0.0001,0.0001,0.0001
2026-08-01T08:50:52Z,52838400,0.8833,53,50,966,1026864,9081,1240,0,0,0.00025,0.0001,0.0001
2026-08-01T08:51:52Z,52838400,0.7667,46,36,966,1026864,9091,1240,0,0,0.00025,0.0,0.0001
2026-08-01T08:52:52Z,52838400,0.7333,44,42,966,1026864,9093,1240,0,0,0.0001,0.0001,0.0001
2026-08-01T08:53:52Z,52838400,0.9667,58,52,966,1026864,9099,1240,0,0,0.00025,0.0001,0.0001
2026-08-01T08:54:52Z,52838400,1.0167,61,42,966,1028144,9118,1240,0,0,0.0001,0.0001,0.0001
2026-08-01T08:55:52Z,52838400,0.9833,59,42,966,1028144,9135,1240,0,0,0.0001,0.0001,0.0001
2026-08-01T08:56:52Z,52801536,0.8,48,44,966,1028144,9139,1240,0,0,0.0001,0.0001,0.0001
2026-08-01T08:57:52Z,52801536,0.7333,44,40,966,1028144,9143,1240,0,0,0.0001,0.0001,0.0
2026-08-01T08:58:52Z,52801536,0.7,42,38,966,1028144,9147,1240,0,0,0.0001,0.0001,0.0001
2026-08-01T08:59:52Z,52801536,0.9333,56,46,966,1028144,9157,1240,0,0,0.00025,0.00025,0.0001
2026-08-01T09:00:52Z,52846592,0.75,45,42,966,1028144,9160,1240,0,0,0.0001,0.0001,0.0001
2026-08-01T09:01:52Z,52912128,0.8333,50,46,966,1028144,9164,1240,0,0,0.0001,0.0001,0.0001
2026-08-01T09:02:52Z,52912128,0.9,54,46,966,1028144,9172,1240,0,0,0.0001,0.0001,0.0001
2026-08-01T09:03:52Z,52924416,0.7333,44,38,966,1028144,9178,1240,0,0,0.0001,0.0001,0.0001
2026-08-01T09:04:52Z,52912128,1.05,63,52,966,1028144,9189,1240,0,1,0.00025,0.0001,0.0001
2026-08-01T09:05:52Z,52912128,0.6833,41,36,966,1028144,9194,1240,0,1,0.00025,0.0001,0.0001
2026-08-01T09:06:52Z,53010432,0.9167,55,49,966,1028144,9200,1240,0,5,0.00025,0.0001,0.0001
2026-08-01T09:07:52Z,53010432,1.0833,65,60,966,1028144,9205,1240,0,5,0.0001,0.0001,0.0
2026-08-01T09:08:52Z,53010432,0.9333,56,54,966,1028144,9207,1240,0,5,0.0001,0.0001,0.0
2026-08-01T09:09:52Z,53010432,1.2333,74,60,961,1022800,9221,1240,0,0,0.00025,0.0001,0.0001
2026-08-01T09:10:52Z,53010432,0.95,57,54,961,1022800,9224,1240,0,0,0.0001,0.0001,0.0
2026-08-01T09:11:52Z,52973568,0.95,57,52,961,1022800,9229,1240,0,0,0.00025,0.0001,0.0001
2026-08-01T09:12:52Z,52973568,1.1667,70,66,961,1022800,9233,1240,0,0,0.0001,0.0001,0.0001
2026-08-01T09:13:52Z,52973568,0.9167,55,50,961,1022800,9238,1240,0,2,0.00025,0.0001,0.0001
2026-08-01T09:14:52Z,52908032,0.9167,55,48,961,1023760,9245,1240,0,2,0.0001,0.0001,0.0001
2026-08-01T09:15:52Z,52908032,0.9333,56,43,959,1020640,9258,1240,0,0,0.0001,0.0001,0.0001
2026-08-01T09:16:52Z,52867072,0.8,48,46,959,1020640,9260,1240,0,1,0.0001,0.0001,0.0001
